Order_ID,Order_Date,Ship_Date,Region,Country,State,Category,Sub_Category,Customer_Segment,Sales,Quantity,Discount,Profit
AMZ100219,2023-07-17,2024-01-03,North,India,Kerala,Books,Footwear,Small Business,47471.35,8,0.42,-12817.26
AMZ100220,2023-09-04,2023-03-21,Central,India,Kerala,Home & Kitchen,Mobiles,Small Business,12676.99,4,0.44,-3676.33
AMZ100221,2023-11-20,2023-02-28,Central,India,Gujarat,Electronics,Furniture,Small Business,26838.3,6,0.09,1610.3
AMZ100222,2023-07-22,2023-01-27,North,India,Gujarat,Beauty,Skincare,Corporate,24376.63,5,0.07,1950.13
AMZ100223,2023-07-03,2023-08-15,East,India,Maharashtra,Books,Skincare,Small Business,35291.89,9,0.32,-5999.62
AMZ100224,2023-05-03,2023-10-13,East,India,Tamil Nadu,Beauty,Cookware,Small Business,3866.51,8,0.15,0.0
AMZ100225,2023-09-12,2023-01-05,Central,India,Delhi,Electronics,Clothing,Small Business,10092.56,2,0.01,1412.96
AMZ100226,2023-10-21,2023-04-10,West,India,Tamil Nadu,Home & Kitchen,Fiction,Small Business,11120.96,7,0.44,-3225.08
AMZ100227,2023-10-07,2023-02-09,North,India,Tamil Nadu,Beauty,Skincare,Consumer,37038.46,7,0.11,1481.54
AMZ100228,2023-11-21,2023-09-29,Central,India,Gujarat,Fashion,Footwear,Small Business,9862.37,1,0.46,-3057.33
AMZ100229,2023-04-08,2023-10-13,Central,India,Tamil Nadu,Books,Mobiles,Small Business,28887.84,1,0.36,-6066.45
AMZ100230,2023-07-17,2023-06-07,North,India,Telangana,Beauty,Skincare,Corporate,11154.57,4,0.38,-2565.55
AMZ100231,2023-08-28,2023-03-17,North,India,Tamil Nadu,Books,Furniture,Consumer,43150.44,5,0.1,2157.52
AMZ100232,2023-05-24,2023-10-16,East,India,Telangana,Fashion,Footwear,Corporate,47138.18,4,0.12,1414.15
AMZ100233,2023-04-07,2023-05-11,West,India,Kerala,Home & Kitchen,Cookware,Small Business,26165.4,7,0.26,-2878.19
AMZ100234,2023-07-20,2023-06-25,West,India,Delhi,Home & Kitchen,Cookware,Corporate,17939.29,3,0.09,1076.36
AMZ100235,2023-05-04,2023-03-26,North,India,Gujarat,Fashion,Furniture,Corporate,12085.86,7,0.15,0.0
AMZ100236,2023-07-06,2023-01-23,South,India,Tamil Nadu,Books,Clothing,Small Business,2964.16,8,0.16,-29.64
AMZ100237,2023-11-22,2023-01-28,Central,India,Telangana,Beauty,Cookware,Consumer,13790.75,6,0.08,965.35
AMZ100238,2023-12-15,2023-07-15,Central,India,Telangana,Fashion,Mobiles,Consumer,32884.67,6,0.1,1644.23
AMZ100239,2023-09-16,2023-12-04,North,India,Kerala,Electronics,Footwear,Corporate,26914.04,8,0.39,-6459.37
AMZ100240,2023-05-28,2023-08-25,South,India,Telangana,Books,Skincare,Small Business,47230.04,8,0.08,3306.1
AMZ100241,2023-09-09,2023-04-03,East,India,Karnataka,Home & Kitchen,Mobiles,Corporate,20115.72,7,0.01,2816.2
AMZ100242,2023-12-12,2023-01-22,North,India,Maharashtra,Fashion,Clothing,Corporate,34846.24,6,0.31,-5575.4
AMZ100243,2023-05-27,2023-10-31,North,India,Delhi,Home & Kitchen,Mobiles,Corporate,24721.48,6,0.49,-8405.3
AMZ100244,2023-05-28,2023-12-24,Central,India,Kerala,Books,Mobiles,Small Business,25872.52,6,0.17,-517.45
AMZ100245,2023-12-18,2023-03-26,North,India,Kerala,Home & Kitchen,Laptops,Small Business,13754.83,8,0.06,1237.93
AMZ100246,2023-07-18,2023-09-20,North,India,Tamil Nadu,Fashion,Mobiles,Consumer,23020.06,1,0.29,-3222.81
AMZ100247,2023-11-04,2023-05-28,North,India,Karnataka,Books,Furniture,Small Business,23803.86,5,0.45,-7141.16
AMZ100248,2023-05-08,2023-09-15,Central,India,Tamil Nadu,Electronics,Footwear,Corporate,35478.8,3,0.39,-8514.91
AMZ100249,2023-02-08,2023-02-28,East,India,Tamil Nadu,Fashion,Laptops,Corporate,47061.68,8,0.31,-7529.87
AMZ100250,2023-12-04,2023-01-16,East,India,Gujarat,Beauty,Footwear,Consumer,16801.4,6,0.16,-168.01
AMZ100251,2023-12-26,2023-06-12,North,India,Gujarat,Fashion,Footwear,Small Business,2588.92,2,0.27,-310.67
AMZ100252,2023-05-09,2023-06-13,Central,India,Gujarat,Books,Clothing,Corporate,25066.61,7,0.05,2506.66
AMZ100253,2023-09-24,2023-11-17,East,India,Karnataka,Fashion,Clothing,Consumer,27450.84,7,0.34,-5215.66
AMZ100254,2023-05-31,2023-10-09,East,India,Tamil Nadu,Electronics,Laptops,Consumer,8837.81,5,0.36,-1855.94
AMZ100255,2023-10-25,2023-10-08,East,India,Maharashtra,Electronics,Cookware,Corporate,38143.0,8,0.48,-12587.19
AMZ100256,2023-04-09,2023-01-13,Central,India,Delhi,Beauty,Fiction,Corporate,49253.99,5,0.13,985.08
AMZ100257,2023-09-20,2023-10-02,Central,India,Gujarat,Home & Kitchen,Clothing,Small Business,47315.85,1,0.01,6624.22
AMZ100258,2023-09-09,2023-09-29,North,India,Gujarat,Books,Fiction,Consumer,10256.75,9,0.27,-1230.81
AMZ100259,2023-05-24,2023-07-28,West,India,Kerala,Books,Clothing,Corporate,43830.48,4,0.35,-8766.1
AMZ100260,2023-12-12,2023-01-28,East,India,Tamil Nadu,Home & Kitchen,Clothing,Consumer,35372.44,2,0.4,-8843.11
AMZ100261,2023-04-22,2023-03-14,West,India,Tamil Nadu,Electronics,Footwear,Small Business,22965.4,4,0.1,1148.27
AMZ100262,2023-03-01,2023-03-02,Central,India,Karnataka,Electronics,Laptops,Corporate,27260.24,9,0.13,545.2
AMZ100263,2023-01-02,2023-05-26,Central,India,Karnataka,Fashion,Footwear,Small Business,42555.21,2,0.26,-4681.07
AMZ100264,2023-10-31,2023-04-04,Central,India,Gujarat,Beauty,Skincare,Consumer,24266.68,4,0.17,-485.33
AMZ100265,2023-09-11,2023-11-06,West,India,Tamil Nadu,Beauty,Furniture,Small Business,18973.76,2,0.43,-5312.65
AMZ100266,2023-05-20,2023-01-09,Central,India,Maharashtra,Beauty,Footwear,Small Business,24915.75,5,0.24,-2242.42
AMZ100267,2023-02-06,2023-03-21,North,India,Delhi,Fashion,Fiction,Consumer,29166.93,3,0.4,-7291.73
AMZ100268,2023-06-09,2023-01-28,Central,India,Tamil Nadu,Beauty,Fiction,Small Business,9859.34,2,0.29,-1380.31
AMZ100269,2023-01-09,2023-06-24,South,India,Kerala,Home & Kitchen,Furniture,Consumer,45094.93,9,0.39,-10822.78
AMZ100270,2023-08-21,2023-02-20,West,India,Tamil Nadu,Fashion,Mobiles,Corporate,33872.25,5,0.17,-677.45
AMZ100271,2023-04-09,2023-07-19,South,India,Telangana,Home & Kitchen,Mobiles,Consumer,31846.81,5,0.42,-8598.64
AMZ100272,2023-05-27,2023-12-16,Central,India,Karnataka,Fashion,Furniture,Consumer,5425.06,1,0.14,54.25
AMZ100273,2023-10-31,2023-07-01,North,India,Kerala,Beauty,Furniture,Corporate,30406.61,6,0.27,-3648.79
AMZ100274,2023-07-27,2023-01-25,East,India,Delhi,Home & Kitchen,Footwear,Consumer,6487.55,7,0.11,259.5
AMZ100275,2023-05-11,2023-11-13,Central,India,Gujarat,Home & Kitchen,Furniture,Corporate,4395.53,1,0.24,-395.6
AMZ100276,2023-06-01,2023-02-16,North,India,Kerala,Home & Kitchen,Skincare,Corporate,26601.89,9,0.16,-266.02
AMZ100277,2023-02-23,2023-01-16,West,India,Tamil Nadu,Fashion,Laptops,Consumer,20437.88,8,0.13,408.76
AMZ100278,2023-04-30,2023-06-03,South,India,Gujarat,Books,Mobiles,Small Business,29646.11,8,0.48,-9783.22
AMZ100279,2023-06-10,2023-08-11,South,India,Tamil Nadu,Beauty,Mobiles,Small Business,4916.5,7,0.08,344.16
AMZ100280,2023-04-26,2023-07-26,South,India,Gujarat,Home & Kitchen,Skincare,Corporate,21833.66,5,0.39,-5240.08
AMZ100281,2023-03-16,2023-10-01,West,India,Delhi,Books,Cookware,Small Business,9151.94,3,0.49,-3111.66
AMZ100282,2023-04-23,2023-08-25,North,India,Karnataka,Beauty,Skincare,Small Business,49361.45,9,0.01,6910.6
AMZ100283,2023-04-14,2023-12-07,West,India,Delhi,Beauty,Skincare,Consumer,28276.94,7,0.35,-5655.39
AMZ100284,2023-12-06,2023-08-17,South,India,Telangana,Home & Kitchen,Furniture,Corporate,34528.12,8,0.13,690.56
AMZ100285,2023-09-11,2023-01-10,Central,India,Maharashtra,Home & Kitchen,Clothing,Corporate,16608.2,6,0.02,2159.07
AMZ100286,2023-08-15,2023-06-16,East,India,Karnataka,Fashion,Clothing,Consumer,5189.58,5,0.2,-259.48
AMZ100287,2023-04-22,2023-11-16,West,India,Delhi,Books,Skincare,Small Business,48805.61,8,0.47,-15617.8
AMZ100288,2023-04-09,2023-08-03,West,India,Telangana,Books,Furniture,Corporate,14669.82,3,0.01,2053.77
AMZ100289,2023-06-02,2023-04-28,North,India,Maharashtra,Home & Kitchen,Laptops,Small Business,21478.51,7,0.29,-3006.99
AMZ100290,2023-12-15,2023-12-11,North,India,Telangana,Beauty,Clothing,Corporate,32668.26,2,0.25,-3266.83
AMZ100291,2023-12-04,2023-03-14,West,India,Tamil Nadu,Home & Kitchen,Cookware,Corporate,1722.52,3,0.44,-499.53
AMZ100292,2023-07-13,2023-03-06,South,India,Tamil Nadu,Beauty,Fiction,Corporate,40607.83,2,0.04,4466.86
AMZ100293,2023-11-06,2023-07-25,East,India,Gujarat,Beauty,Furniture,Corporate,27060.62,5,0.34,-5141.52
AMZ100294,2023-06-12,2023-07-29,North,India,Karnataka,Home & Kitchen,Skincare,Small Business,14271.75,7,0.34,-2711.63
AMZ100295,2023-07-27,2023-03-14,South,India,Tamil Nadu,Electronics,Laptops,Small Business,3549.6,1,0.33,-638.93
AMZ100296,2023-06-18,2023-10-05,Central,India,Kerala,Books,Laptops,Small Business,8543.67,9,0.47,-2733.97
AMZ100297,2023-06-10,2023-10-02,North,India,Telangana,Beauty,Footwear,Small Business,44804.18,1,0.41,-11649.09
AMZ100298,2023-03-09,2023-11-17,South,India,Karnataka,Beauty,Laptops,Consumer,34458.2,1,0.02,4479.57
AMZ100299,2023-10-16,2023-12-05,South,India,Kerala,Electronics,Clothing,Corporate,12870.14,8,0.24,-1158.31
AMZ100300,2023-10-04,2024-01-02,East,India,Tamil Nadu,Fashion,Skincare,Corporate,3747.24,6,0.2,-187.36
AMZ100301,2023-10-31,2023-04-06,East,India,Gujarat,Electronics,Fiction,Corporate,34685.46,6,0.16,-346.85
AMZ100302,2023-05-15,2023-06-16,Central,India,Delhi,Electronics,Clothing,Consumer,28834.18,9,0.23,-2306.73
AMZ100303,2023-07-14,2023-02-02,South,India,Gujarat,Beauty,Furniture,Small Business,20523.72,4,0.19,-820.95
AMZ100304,2023-05-08,2023-01-12,South,India,Kerala,Books,Fiction,Corporate,18498.77,8,0.22,-1294.91
AMZ100305,2023-02-02,2023-10-29,East,India,Maharashtra,Electronics,Furniture,Small Business,11232.31,4,0.49,-3818.99
AMZ100306,2023-06-25,2023-08-06,North,India,Tamil Nadu,Fashion,Laptops,Small Business,33645.76,2,0.04,3701.03
AMZ100307,2023-01-22,2023-10-17,North,India,Kerala,Home & Kitchen,Cookware,Consumer,48548.07,8,0.46,-15049.9
AMZ100308,2023-08-26,2023-04-13,West,India,Maharashtra,Electronics,Mobiles,Consumer,9197.9,7,0.24,-827.81
AMZ100309,2023-06-07,2023-09-25,East,India,Maharashtra,Electronics,Fiction,Small Business,30057.27,4,0.31,-4809.16
AMZ100310,2023-02-07,2023-08-03,West,India,Telangana,Fashion,Skincare,Corporate,21497.16,9,0.42,-5804.23
AMZ100311,2023-08-18,2023-06-29,East,India,Karnataka,Books,Footwear,Corporate,22611.09,9,0.18,-678.33
AMZ100312,2023-12-31,2023-03-30,Central,India,Telangana,Electronics,Mobiles,Consumer,13080.29,8,0.22,-915.62
AMZ100313,2023-02-20,2023-02-11,South,India,Tamil Nadu,Electronics,Laptops,Consumer,41344.18,1,0.2,-2067.21
AMZ100314,2023-09-21,2023-03-18,Central,India,Maharashtra,Books,Laptops,Consumer,24520.15,7,0.19,-980.81
AMZ100315,2023-10-10,2023-02-16,East,India,Kerala,Fashion,Skincare,Consumer,27398.59,5,0.46,-8493.56
AMZ100316,2023-01-27,2023-06-10,South,India,Delhi,Electronics,Mobiles,Consumer,15585.67,7,0.41,-4052.27
AMZ100317,2023-08-14,2023-03-22,North,India,Maharashtra,Books,Footwear,Consumer,9499.52,9,0.05,949.95
AMZ100318,2023-10-04,2023-11-07,North,India,Kerala,Electronics,Fiction,Consumer,4752.56,2,0.05,475.26
AMZ100319,2023-10-13,2023-03-28,West,India,Delhi,Home & Kitchen,Fiction,Corporate,35848.9,4,0.21,-2150.93
AMZ100320,2023-04-07,2023-04-03,East,India,Telangana,Beauty,Mobiles,Consumer,10213.6,4,0.05,1021.36
AMZ100321,2023-10-11,2023-05-29,East,India,Telangana,Home & Kitchen,Furniture,Consumer,34658.73,2,0.31,-5545.4
AMZ100322,2023-11-13,2023-06-11,North,India,Karnataka,Electronics,Clothing,Corporate,19823.63,3,0.07,1585.89
AMZ100323,2023-10-31,2023-07-22,Central,India,Kerala,Fashion,Cookware,Corporate,21080.85,8,0.26,-2318.89
AMZ100324,2023-05-27,2023-08-31,South,India,Maharashtra,Beauty,Furniture,Small Business,23724.29,9,0.0,3558.64
AMZ100325,2023-01-04,2023-12-20,Central,India,Gujarat,Home & Kitchen,Fiction,Consumer,18701.57,6,0.16,-187.02
AMZ100326,2023-02-04,2023-01-03,Central,India,Telangana,Books,Clothing,Consumer,5480.69,2,0.34,-1041.33
AMZ100327,2023-07-11,2023-08-14,North,India,Telangana,Fashion,Cookware,Consumer,15826.77,2,0.24,-1424.41
AMZ100328,2023-02-18,2023-10-17,North,India,Karnataka,Home & Kitchen,Cookware,Consumer,33354.85,7,0.49,-11340.65
AMZ100329,2023-01-17,2023-08-22,North,India,Delhi,Books,Cookware,Small Business,33456.33,8,0.44,-9702.34
AMZ100330,2023-06-21,2023-03-19,West,India,Karnataka,Electronics,Laptops,Corporate,14668.1,8,0.18,-440.04
AMZ100331,2023-08-08,2023-04-27,Central,India,Maharashtra,Books,Skincare,Corporate,23275.08,6,0.02,3025.76
AMZ100332,2023-06-07,2023-06-04,East,India,Kerala,Home & Kitchen,Cookware,Consumer,10075.64,8,0.42,-2720.42
AMZ100333,2023-02-15,2023-04-14,South,India,Tamil Nadu,Home & Kitchen,Footwear,Consumer,10913.42,1,0.46,-3383.16
AMZ100334,2023-01-06,2023-07-14,West,India,Tamil Nadu,Electronics,Mobiles,Consumer,1640.83,9,0.41,-426.62
AMZ100335,2023-04-09,2023-06-16,East,India,Kerala,Books,Fiction,Small Business,44888.95,1,0.06,4040.01
AMZ100336,2023-08-21,2023-12-26,Central,India,Delhi,Books,Footwear,Small Business,10929.98,3,0.5,-3825.49
AMZ100337,2023-02-06,2023-04-01,North,India,Telangana,Electronics,Mobiles,Corporate,11762.93,9,0.13,235.26
AMZ100338,2023-10-07,2023-06-24,Central,India,Delhi,Books,Furniture,Consumer,14340.27,5,0.36,-3011.46
AMZ100339,2023-12-15,2023-05-03,South,India,Telangana,Electronics,Skincare,Consumer,6806.7,9,0.45,-2042.01
AMZ100340,2023-10-29,2023-05-24,West,India,Telangana,Fashion,Furniture,Consumer,32143.51,9,0.12,964.31
AMZ100341,2023-06-30,2023-04-17,West,India,Tamil Nadu,Home & Kitchen,Mobiles,Consumer,4219.58,6,0.45,-1265.87
AMZ100342,2023-04-05,2023-11-02,South,India,Delhi,Fashion,Footwear,Small Business,7143.02,1,0.15,0.0
AMZ100343,2023-04-09,2023-12-27,East,India,Karnataka,Beauty,Mobiles,Corporate,32415.46,7,0.49,-11021.26
AMZ100344,2023-07-07,2023-11-14,East,India,Telangana,Beauty,Cookware,Corporate,17313.2,6,0.14,173.13
AMZ100345,2023-04-26,2023-05-04,West,India,Gujarat,Beauty,Laptops,Small Business,35543.42,9,0.48,-11729.33
AMZ100346,2023-07-10,2023-01-10,West,India,Gujarat,Electronics,Fiction,Consumer,28092.52,7,0.03,3371.1
AMZ100347,2023-09-10,2023-09-20,North,India,Karnataka,Books,Furniture,Corporate,13173.05,4,0.35,-2634.61
AMZ100348,2023-06-10,2023-03-15,East,India,Gujarat,Fashion,Fiction,Corporate,32715.98,7,0.27,-3925.92
AMZ100349,2023-09-13,2023-12-26,South,India,Maharashtra,Fashion,Laptops,Small Business,6255.55,2,0.24,-563.0
AMZ100350,2023-11-19,2023-08-12,East,India,Telangana,Fashion,Cookware,Consumer,27052.31,6,0.11,1082.09
AMZ100351,2023-05-08,2023-02-11,North,India,Karnataka,Fashion,Cookware,Corporate,22138.83,6,0.35,-4427.77
AMZ100352,2023-01-18,2023-07-24,West,India,Delhi,Beauty,Furniture,Consumer,13759.74,2,0.1,687.99
AMZ100353,2023-10-08,2023-09-22,West,India,Telangana,Fashion,Furniture,Corporate,30398.25,4,0.28,-3951.77
AMZ100354,2023-08-11,2023-11-25,North,India,Karnataka,Books,Cookware,Small Business,43631.01,8,0.13,872.62
AMZ100355,2023-02-23,2023-06-28,South,India,Tamil Nadu,Beauty,Clothing,Consumer,49945.78,8,0.48,-16482.11
AMZ100356,2023-02-27,2023-12-15,West,India,Delhi,Fashion,Fiction,Small Business,30584.26,8,0.01,4281.8
AMZ100357,2023-11-19,2023-11-15,Central,India,Tamil Nadu,Electronics,Skincare,Corporate,20532.94,8,0.1,1026.65
AMZ100358,2023-12-26,2023-03-26,West,India,Telangana,Home & Kitchen,Laptops,Small Business,11647.75,1,0.12,349.43
AMZ100359,2023-06-23,2023-11-15,Central,India,Delhi,Home & Kitchen,Fiction,Small Business,13226.26,2,0.21,-793.58
AMZ100360,2023-10-07,2023-04-22,North,India,Gujarat,Home & Kitchen,Laptops,Small Business,24233.02,4,0.12,726.99
AMZ100361,2023-04-24,2023-09-09,North,India,Karnataka,Beauty,Clothing,Corporate,18680.25,9,0.25,-1868.02
AMZ100362,2023-10-15,2023-01-08,West,India,Telangana,Fashion,Skincare,Consumer,45733.82,3,0.44,-13262.81
AMZ100363,2023-12-08,2023-03-26,East,India,Maharashtra,Beauty,Footwear,Small Business,18730.63,6,0.36,-3933.43
AMZ100364,2023-05-31,2023-07-28,Central,India,Delhi,Books,Laptops,Consumer,18985.51,7,0.29,-2657.97
AMZ100365,2023-05-07,2023-11-11,South,India,Delhi,Electronics,Fiction,Corporate,19484.96,8,0.04,2143.35
AMZ100366,2023-06-04,2023-01-23,West,India,Kerala,Electronics,Mobiles,Consumer,41912.7,7,0.35,-8382.54
AMZ100367,2023-09-30,2023-01-04,South,India,Telangana,Home & Kitchen,Skincare,Small Business,32714.02,3,0.08,2289.98
AMZ100368,2023-04-14,2023-05-08,West,India,Telangana,Home & Kitchen,Cookware,Small Business,30901.36,6,0.39,-7416.33
AMZ100369,2023-10-26,2023-10-25,East,India,Tamil Nadu,Home & Kitchen,Cookware,Small Business,17040.08,5,0.13,340.8
AMZ100370,2023-09-03,2023-07-08,East,India,Kerala,Fashion,Clothing,Small Business,40986.26,4,0.21,-2459.18
AMZ100371,2023-06-25,2023-12-29,East,India,Gujarat,Books,Laptops,Small Business,2399.01,1,0.18,-71.97
AMZ100372,2023-02-08,2023-01-15,East,India,Tamil Nadu,Books,Footwear,Small Business,43604.46,7,0.43,-12209.25
AMZ100373,2023-06-19,2023-01-13,North,India,Kerala,Books,Laptops,Corporate,25881.12,8,0.06,2329.3
AMZ100374,2023-09-04,2023-03-29,North,India,Tamil Nadu,Books,Cookware,Corporate,20213.39,2,0.28,-2627.74
AMZ100375,2023-01-26,2023-01-13,Central,India,Gujarat,Home & Kitchen,Furniture,Corporate,25109.78,7,0.07,2008.78
AMZ100376,2023-12-21,2023-01-26,South,India,Kerala,Electronics,Mobiles,Consumer,33537.07,6,0.35,-6707.41
AMZ100377,2023-11-02,2023-10-29,West,India,Kerala,Home & Kitchen,Skincare,Consumer,1131.89,5,0.45,-339.57
AMZ100378,2023-01-13,2023-09-01,West,India,Maharashtra,Books,Clothing,Corporate,43641.82,4,0.22,-3054.93
AMZ100379,2023-11-12,2023-05-03,North,India,Tamil Nadu,Home & Kitchen,Furniture,Consumer,22613.61,2,0.24,-2035.22
AMZ100380,2023-11-09,2023-05-28,West,India,Tamil Nadu,Books,Fiction,Consumer,17476.84,6,0.46,-5417.82
AMZ100381,2023-02-05,2023-02-25,North,India,Delhi,Beauty,Footwear,Small Business,7343.16,5,0.26,-807.75
AMZ100382,2023-06-22,2023-08-27,Central,India,Gujarat,Electronics,Furniture,Small Business,22253.54,2,0.24,-2002.82
AMZ100383,2023-01-20,2023-12-23,South,India,Karnataka,Beauty,Fiction,Consumer,25067.98,7,0.29,-3509.52
AMZ100384,2023-11-17,2023-06-23,Central,India,Maharashtra,Fashion,Furniture,Consumer,20480.51,6,0.34,-3891.3
AMZ100385,2023-09-21,2023-08-10,East,India,Kerala,Home & Kitchen,Footwear,Corporate,34093.67,9,0.05,3409.37
AMZ100386,2023-05-22,2023-04-30,East,India,Kerala,Fashion,Skincare,Consumer,21334.38,5,0.41,-5546.94
AMZ100387,2023-05-23,2023-11-06,East,India,Kerala,Home & Kitchen,Furniture,Small Business,48090.17,9,0.22,-3366.31
AMZ100388,2023-04-02,2023-07-03,Central,India,Maharashtra,Beauty,Clothing,Consumer,30164.24,9,0.04,3318.07
AMZ100389,2023-12-20,2023-10-16,West,India,Kerala,Books,Cookware,Corporate,40470.16,1,0.39,-9712.84
AMZ100390,2023-11-18,2023-11-04,South,India,Kerala,Books,Laptops,Small Business,5913.12,5,0.19,-236.52
AMZ100391,2023-10-15,2023-10-28,East,India,Gujarat,Home & Kitchen,Furniture,Small Business,20165.92,9,0.05,2016.59
AMZ100392,2023-08-03,2023-03-24,East,India,Telangana,Books,Clothing,Small Business,17173.96,7,0.32,-2919.57
AMZ100393,2023-12-08,2023-07-31,East,India,Telangana,Beauty,Laptops,Small Business,28689.38,6,0.44,-8319.92
AMZ100394,2023-02-20,2023-05-31,South,India,Delhi,Books,Skincare,Consumer,43125.12,6,0.44,-12506.28
AMZ100395,2023-06-02,2023-02-07,East,India,Delhi,Beauty,Fiction,Corporate,4377.74,7,0.48,-1444.65
AMZ100396,2023-07-05,2023-12-19,South,India,Kerala,Fashion,Laptops,Consumer,4092.45,1,0.43,-1145.89
AMZ100397,2023-03-04,2023-11-09,East,India,Gujarat,Beauty,Fiction,Consumer,42590.73,4,0.0,6388.61
AMZ100398,2023-07-09,2023-12-28,Central,India,Kerala,Electronics,Furniture,Small Business,11036.08,1,0.19,-441.44
AMZ100399,2023-05-05,2023-03-01,Central,India,Delhi,Electronics,Clothing,Corporate,33603.29,6,0.41,-8736.86
AMZ100400,2023-05-30,2023-05-12,South,India,Maharashtra,Electronics,Cookware,Small Business,27372.47,4,0.18,-821.17
AMZ100401,2023-11-10,2023-07-22,Central,India,Maharashtra,Home & Kitchen,Furniture,Consumer,41728.23,1,0.3,-6259.23
AMZ100402,2023-02-27,2023-09-01,South,India,Karnataka,Home & Kitchen,Fiction,Consumer,6691.9,9,0.3,-1003.78
AMZ100403,2023-12-08,2023-02-05,Central,India,Telangana,Home & Kitchen,Footwear,Small Business,6924.26,4,0.18,-207.73
AMZ100404,2023-11-01,2023-04-04,Central,India,Gujarat,Beauty,Laptops,Consumer,28062.51,6,0.45,-8418.75
AMZ100405,2023-06-29,2023-07-27,South,India,Tamil Nadu,Home & Kitchen,Furniture,Consumer,47345.74,7,0.25,-4734.57
AMZ100406,2023-06-19,2023-12-20,West,India,Telangana,Fashion,Fiction,Small Business,21042.39,8,0.23,-1683.39
AMZ100407,2023-11-22,2023-11-29,Central,India,Tamil Nadu,Electronics,Skincare,Consumer,16683.63,9,0.5,-5839.27
AMZ100408,2023-09-28,2023-11-02,East,India,Karnataka,Beauty,Laptops,Corporate,30531.12,9,0.25,-3053.11
AMZ100409,2023-02-23,2023-12-17,West,India,Karnataka,Electronics,Skincare,Small Business,46557.21,8,0.09,2793.43
AMZ100410,2023-04-11,2023-08-02,South,India,Kerala,Home & Kitchen,Fiction,Corporate,41927.93,3,0.26,-4612.07
AMZ100411,2023-09-21,2023-06-09,West,India,Delhi,Beauty,Clothing,Consumer,49776.44,2,0.41,-12941.87
AMZ100412,2023-02-22,2023-01-25,North,India,Karnataka,Books,Mobiles,Consumer,1617.14,5,0.39,-388.11
AMZ100413,2023-03-01,2023-10-21,North,India,Karnataka,Fashion,Skincare,Small Business,6086.48,1,0.39,-1460.76
AMZ100414,2023-04-18,2023-01-05,Central,India,Tamil Nadu,Home & Kitchen,Furniture,Consumer,30668.65,3,0.35,-6133.73
AMZ100415,2023-01-05,2023-08-09,Central,India,Delhi,Home & Kitchen,Cookware,Small Business,41118.53,1,0.13,822.37
AMZ100416,2023-04-13,2023-12-31,East,India,Karnataka,Fashion,Furniture,Small Business,14619.59,3,0.43,-4093.49
AMZ100417,2023-07-15,2023-01-21,West,India,Telangana,Fashion,Laptops,Small Business,12340.95,4,0.45,-3702.29
AMZ100418,2023-09-19,2023-06-02,North,India,Karnataka,Books,Clothing,Small Business,39455.3,7,0.1,1972.76
AMZ100419,2023-12-31,2023-02-20,Central,India,Delhi,Home & Kitchen,Fiction,Small Business,3290.9,5,0.07,263.27
AMZ100420,2023-12-16,2023-06-27,West,India,Kerala,Home & Kitchen,Footwear,Corporate,18784.44,5,0.49,-6386.71
AMZ100421,2023-02-16,2023-04-07,Central,India,Gujarat,Electronics,Cookware,Small Business,25537.56,1,0.43,-7150.52
AMZ100422,2023-12-21,2023-04-16,Central,India,Delhi,Beauty,Clothing,Corporate,28237.26,8,0.45,-8471.18
AMZ100423,2023-11-07,2023-09-08,North,India,Tamil Nadu,Beauty,Skincare,Consumer,36566.45,4,0.44,-10604.27
AMZ100424,2023-11-04,2023-04-28,North,India,Gujarat,Electronics,Skincare,Small Business,18064.86,5,0.27,-2167.78
AMZ100425,2023-05-24,2023-12-21,Central,India,Telangana,Beauty,Furniture,Consumer,30827.88,2,0.32,-5240.74
AMZ100426,2023-09-26,2023-08-17,South,India,Maharashtra,Fashion,Footwear,Small Business,29476.08,1,0.27,-3537.13
AMZ100427,2023-05-04,2023-03-08,Central,India,Delhi,Beauty,Clothing,Corporate,27607.0,9,0.03,3312.84
AMZ100428,2023-04-16,2023-12-02,Central,India,Kerala,Beauty,Mobiles,Corporate,32203.92,2,0.37,-7084.86
AMZ100429,2023-06-07,2023-09-20,East,India,Tamil Nadu,Electronics,Cookware,Corporate,13342.73,6,0.25,-1334.27
AMZ100430,2023-05-27,2023-10-23,East,India,Telangana,Books,Laptops,Consumer,4690.11,1,0.32,-797.32
AMZ100431,2023-05-25,2023-09-01,East,India,Gujarat,Beauty,Clothing,Small Business,6403.95,1,0.25,-640.4
AMZ100432,2023-04-30,2023-07-06,South,India,Telangana,Beauty,Clothing,Consumer,11616.83,9,0.25,-1161.68
AMZ100433,2023-11-15,2023-09-04,South,India,Delhi,Books,Mobiles,Corporate,25259.8,4,0.09,1515.59
AMZ100434,2023-10-02,2023-05-06,Central,India,Karnataka,Electronics,Furniture,Consumer,42101.92,9,0.14,421.02
AMZ100435,2023-04-02,2023-09-26,East,India,Kerala,Books,Fiction,Corporate,35214.02,5,0.08,2464.98
AMZ100436,2023-02-27,2023-05-12,South,India,Delhi,Electronics,Fiction,Corporate,39557.51,7,0.1,1977.88
AMZ100437,2023-12-12,2023-08-26,North,India,Maharashtra,Fashion,Cookware,Corporate,17873.29,1,0.49,-6076.92
